Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year
2012,Jennifer Lopez Featuring Pitbull,Dance Again,17,2012-04-18
2012,Justin Bieber,Die In Your Arms,17,2012-06-13
2012,Kendrick Lamar,Swimming Pools (Drank),17,2012-08-15
2012,Miguel,Adorn,17,2012-08-15
2012,Usher,Climax,17,2012-03-07
2012,Wiz Khalifa,"""Work Hard, Play Hard""",17,2012-05-09
2012,B.o.B Featuring Taylor Swift,Both Of Us,18,2012-05-16
2013,Baauer,Harlem Shake,1,2013-02-27
2013,Bruno Mars,Locked Out Of Heaven,1,2013-01-02
2013,Bruno Mars,When I Was Your Man,1,2013-01-02
2013,Eminem Featuring Rihanna,The Monster,1,2013-11-13
2013,Katy Perry,Roar,1,2013-08-21
2013,Lorde,Royals,1,2013-07-17
2013,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,1,2013-02-13
2013,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,1,2013-01-02
2013,Miley Cyrus,Wrecking Ball,1,2013-09-04
2013,P!nk Featuring Nate Ruess,Just Give Me A Reason,1,2013-02-27
2013,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,1,2013-05-01
2013,Daft Punk Featuring Pharrell Williams,Get Lucky,2,2013-05-01
2013,Justin Timberlake,Mirrors,2,2013-02-27
2013,Miley Cyrus,We Can't Stop,2,2013-06-19
2013,One Direction,Best Song Ever,2,2013-08-07
2013,Pitbull Featuring Ke$ha,Timber,2,2013-10-23
2013,Rihanna,Diamonds,2,2013-01-02
2013,Taylor Swift,I Knew You Were Trouble.,2,2013-01-02
2013,Eminem,Berzerk,3,2013-09-11
2013,Imagine Dragons,Radioactive,3,2013-01-02
2013,Justin Timberlake Featuring JAY Z,Suit & Tie,3,2013-01-23
2013,OneRepublic,Counting Stars,3,2013-07-03
2013,Rihanna Featuring Mikky Ekko,Stay,3,2013-02-20
2013,The Lumineers,Ho Hey,3,2013-01-02
2013,will.i.am & Britney Spears,Scream & Shout,3,2013-01-02
2013,A Great Big World & Christina Aguilera,Say Something,4,2013-11-20
2013,Avicii,Wake Me Up!,4,2013-07-10
2013,Drake Featuring Majid Jordan,"""Hold On, We're Going Home""",4,2013-08-21
2013,Florida Georgia Line Featuring Nelly,Cruise,4,2013-01-02
2013,Jay Z Featuring Justin Timberlake,Holy Grail,4,2013-07-24
2013,Lady Gaga,Applause,4,2013-08-28
2013,Bruno Mars,Treasure,5,2013-05-29
2013,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,5,2013-01-02
2013,PSY,Gentleman,5,2013-04-24
2013,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),6,2013-01-09
2013,Drake,Started From The Bottom,6,2013-02-20
2013,Imagine Dragons,Demons,6,2013-01-23
2013,Ke$ha,Die Young,6,2013-01-02
2013,Lana Del Rey vs. Cedric Gervais,Summertime Sadness,6,2013-07-24
2013,One Direction,Story Of My Life,6,2013-11-13
2013,PSY,Gangnam Style,6,2013-01-02
2013,Phillip Phillips,Home,6,2013-01-02
2013,Selena Gomez,Come & Get It,6,2013-04-24
2013,Swedish House Mafia Featuring John Martin,Don't You Worry Child,6,2013-01-02
2013,Ylvis,The Fox,6,2013-09-18
2013,Eminem,Rap God,7,2013-10-30
2013,Icona Pop Featuring Charli xcx,I Love It,7,2013-02-13
2013,Maroon 5,Daylight,7,2013-01-02
2013,Maroon 5,One More Night,7,2013-01-02
2013,"""A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar""",F**kin Problems,8,2013-01-02
2013,Capital Cities,Safe And Sound,8,2013-05-15
2013,Flo Rida,I Cry,8,2013-01-02
2013,Lady Gaga,Dope,8,2013-11-20
2013,Pitbull Featuring Christina Aguilera,Feel This Moment,8,2013-02-06
2013,Zedd Featuring Foxes,Clarity,8,2013-04-03
2013,Ariana Grande Featuring Mac Miller,The Way,9,2013-04-10
2013,Lil Wayne Featuring Drake & Future,Love Me,9,2013-01-30
2013,P!nk,Try,9,2013-01-02
2013,Passenger,Let Her Go,9,2013-08-14
2013,Calvin Harris Featuring Florence Welch,Sweet Nothing,10,2013-01-02
2013,Demi Lovato,Heart Attack,10,2013-03-13
2013,Maroon 5,Love Somebody,10,2013-06-05
2013,"""Mike Will Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J""",23,11,2013-09-25
2013,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,11,2013-02-13
2013,One Direction,Diana,11,2013-12-04
2013,Alicia Keys Featuring Nicki Minaj,Girl On Fire,12,2013-01-02
2013,Blake Shelton Featuring Pistol Annies & Friends,Boys 'Round Here,12,2013-04-10
2013,Britney Spears,Work B**ch!,12,2013-10-02
2013,Kanye West,Bound 2,12,2013-12-04
2013,Mumford & Sons,I Will Wait,12,2013-01-02
2013,One Direction,Midnight Memories,12,2013-12-04
2013,Ellie Goulding,Burn,13,2013-08-07
2013,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),13,2013-02-20
2013,Justin Bieber,Heartbreaker,13,2013-10-16
2013,Lady Gaga Featuring R. Kelly,Do What U Want,13,2013-11-06
2013,One Direction,One Way Or Another (Teenage Kicks),13,2013-02-27
2013,Pentatonix,Little Drummer Boy,13,2013-12-18
2013,fun.,Some Nights,13,2013-01-02
2013,Katy Perry,Unconditionally,14,2013-11-06
2013,The Neighbourhood,Sweater Weather,14,2013-06-19
2013,Darius Rucker,Wagon Wheel,15,2013-01-30
2013,Imagine Dragons,It's Time,15,2013-01-02
2013,Luke Bryan,That's My Kind Of Night,15,2013-08-28
2013,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,15,2013-10-02
2013,Mariah Carey Featuring Miguel,#Beautiful,15,2013-05-22
2013,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),15,2013-01-02
2013,2 Chainz & Wiz Khalifa,We Own It (Fast & Furious),16,2013-06-05
2013,Calvin Harris Featuring Ellie Goulding,I Need Your Love,16,2013-05-01
2013,Ed Sheeran,The A Team,16,2013-01-02
2013,Eminem,Survival,16,2013-10-23
2013,AWOLNATION,Sail,17,2013-02-06
2013,Katy Perry Featuring Juicy J,Dark Horse,17,2013-10-02
2013,Pitbull Featuring TJR,Don't Stop The Party,17,2013-01-02
2013,Taylor Swift,We Are Never Ever Getting Back Together,17,2013-01-02
2013,will.i.am Featuring Justin Bieber,#thatPOWER,17,2013-04-03
2013,Jason Derulo,The Other Side,18,2013-05-01
2013,Kanye West Featuring Cam'ron & Consequence,Gone,18,2013-10-16
2013,Luke Bryan,Crash My Party,18,2013-04-24
2013,Hunter Hayes,I Want Crazy,19,2013-04-24
2013,J. Cole Featuring Miguel,Power Trip,19,2013-02-27
2014,Eminem Featuring Rihanna,The Monster,1,2014-01-01
2014,Iggy Azalea Featuring Charli xcx,Fancy,1,2014-03-19
2014,John Legend,All Of Me,1,2014-01-01
2014,Katy Perry Featuring Juicy J,Dark Horse,1,2014-01-01
2014,MAGIC!,Rude,1,2014-05-07
2014,Meghan Trainor,All About That Bass,1,2014-07-23
2014,Pharrell Williams,Happy,1,2014-01-15
2014,Pitbull Featuring Ke$ha,Timber,1,2014-01-01
2014,Taylor Swift,Blank Space,1,2014-11-12
2014,Taylor Swift,Shake It Off,1,2014-09-03
2014,Ariana Grande Featuring Iggy Azalea,Problem,2,2014-05-14
2014,Beyonce Featuring Jay Z,Drunk In Love,2,2014-01-01
2014,Hozier,Take Me To Church,2,2014-08-27
2014,Nicki Minaj,Anaconda,2,2014-08-20
2014,OneRepublic,Counting Stars,2,2014-01-01
2014,Sam Smith,Stay With Me,2,2014-04-16
2014,"""Jessie J, Ariana Grande & Nicki Minaj""",Bang Bang,3,2014-08-13
2014,Iggy Azalea Featuring Rita Ora,Black Widow,3,2014-07-16
2014,Jason Derulo Featuring 2 Chainz,Talk Dirty,3,2014-01-01
2014,Mark Ronson Featuring Bruno Mars,Uptown Funk!,3,2014-11-26
2014,Maroon 5,Animals,3,2014-09-03
2014,Tove Lo,Habits (Stay High),3,2014-06-11
2014,A Great Big World & Christina Aguilera,Say Something,4,2014-01-01
2014,Ariana Grande Featuring Zedd,Break Free,4,2014-07-16
2014,DJ Snake & Lil Jon,Turn Down For What,4,2014-01-08
2014,Ed Sheeran,Thinking Out Loud,4,2014-10-22
2014,Lorde,Royals,4,2014-01-01
2014,Meghan Trainor,Lips Are Movin,4,2014-11-05
2014,Nico & Vinz,Am I Wrong,4,2014-04-30
2014,Bastille,Pompeii,5,2014-01-01
2014,Idina Menzel,Let It Go,5,2014-01-01
2014,Jason Derulo Featuring Snoop Dogg,Wiggle,5,2014-05-14
2014,Passenger,Let Her Go,5,2014-01-01
2014,Sam Smith,I'm Not The Only One,5,2014-06-18
2014,Bobby Shmurda,Hot Boy,6,2014-08-13
2014,Imagine Dragons,Demons,6,2014-01-01
2014,Jeremih Featuring YG,Don't Tell 'Em,6,2014-07-09
2014,Lorde,Team,6,2014-01-01
2014,Maroon 5,Maps,6,2014-07-02
2014,Selena Gomez,The Heart Wants What It Wants,6,2014-11-19
2014,Ariana Grande & The Weeknd,Love Me Harder,7,2014-10-22
2014,Calvin Harris,Summer,7,2014-04-02
2014,Disclosure Featuring Sam Smith,Latch,7,2014-03-26
2014,Aloe Blacc,The Man,8,2014-01-15
2014,Avicii,Wake Me Up!,8,2014-01-01
2014,Charli xcx,Boom Clap,8,2014-06-18
2014,Justin Timberlake,Not A Bad Thing,8,2014-03-12
2014,Katy Perry,Roar,8,2014-01-01
2014,Nick Jonas,Jealous,8,2014-09-24
2014,Sia,Chandelier,8,2014-05-21
2014,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal,9,2014-01-29
2014,Ed Sheeran,Don't,9,2014-06-25
2014,Michael Jackson & Justin Timberlake,Love Never Felt So Good,9,2014-05-14
2014,Miley Cyrus,Wrecking Ball,9,2014-01-01
2014,One Direction,Story Of My Life,9,2014-01-01
2014,Soko,We Might Be Dead By Tomorrow,9,2014-03-26
2014,Clean Bandit Featuring Jess Glynne,Rather Be,10,2014-06-25
2014,Coldplay,A Sky Full Of Stars,10,2014-05-14
2014,Paramore,Ain't It Fun,10,2014-03-12
2014,American Authors,Best Day Of My Life,11,2014-01-01
2014,Big Sean Featuring E-40,I Don't F**k With You,11,2014-10-08
2014,Florida Georgia Line,Dirt,11,2014-07-23
2014,"""Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown""",Only,12,2014-11-12
2014,Enrique Iglesias Featuring Descemer Bueno & Gente De Zona,Bailando,12,2014-05-14
2014,I Love Makonnen Featuring Drake,Tuesday,12,2014-10-08
2014,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,12,2014-12-10
2014,Jason Aldean,Burnin' It Down,12,2014-08-06
2014,Beyonce,7/11,13,2014-12-10
2014,Drake Featuring Majid Jordan,"""Hold On, We're Going Home""",13,2014-01-01
2014,Echosmith,Cool Kids,13,2014-07-23
2014,Ed Sheeran,Sing,13,2014-04-23
2014,Ellie Goulding,Burn,13,2014-01-01
2014,Imagine Dragons,Radioactive,13,2014-01-01
2014,Kid Ink Featuring Chris Brown,Show Me,13,2014-01-01
2014,One Direction,Steal My Girl,13,2014-10-15
2014,"""Mike Will Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J""",23,14,2014-01-01
2014,Coldplay,Magic,14,2014-03-19
2014,Jason Derulo,Trumpets,14,2014-06-11
2014,Luke Bryan,Play It Again,14,2014-03-26
2014,MKTO,Classic,14,2014-02-26
2014,Matt McAndrew,Wasted Love,14,2014-12-31
2014,Michael Jackson,Billie Jean,14,2014-06-04
2014,Mr. Probz,Waves,14,2014-09-03
2014,Rixton,Me And My Broken Heart,14,2014-04-09
2014,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,This Is How We Roll,15,2014-02-26
2014,OneRepublic,Love Runs Out,15,2014-04-30
2014,Shakira Featuring Rihanna,Can't Remember To Forget You,15,2014-01-29
2014,5 Seconds of Summer,Amnesia,16,2014-07-16
2014,Avicii,Hey Brother,16,2014-01-01
2014,Becky G,Shower,16,2014-06-18
2014,Lady Gaga Featuring R. Kelly,Do What U Want,16,2014-01-01
2014,Rae Sremmurd,No Type,16,2014-10-08
2014,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,16,2014-07-30
2014,The Chainsmokers,#SELFIE,16,2014-03-12
2014,The Neighbourhood,Sweater Weather,16,2014-01-01
2014,Katy Perry,Birthday,17,2014-04-23
2014,Lana Del Rey,West Coast,17,2014-04-30
2014,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,Booty,18,2014-10-01
2014,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,18,2014-01-01
2014,Taylor Swift,Out Of The Woods,18,2014-10-29
2015,Adele,Hello,1,2015-11-11
2015,Justin Bieber,What Do You Mean?,1,2015-09-16
2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!,1,2015-01-07
2015,OMI,Cheerleader,1,2015-05-06
2015,Taylor Swift,Blank Space,1,2015-01-07
2015,Taylor Swift Featuring Kendrick Lamar,Bad Blood,1,2015-01-07
2015,The Weeknd,Can't Feel My Face,1,2015-06-24
2015,The Weeknd,The Hills,1,2015-06-10
2015,Wiz Khalifa Featuring Charlie Puth,See You Again,1,2015-03-25
2015,Drake,Hotline Bling,2,2015-08-19
2015,Ed Sheeran,Thinking Out Loud,2,2015-01-07
2015,Fetty Wap,Trap Queen,2,2015-02-04
2015,Justin Bieber,Sorry,2,2015-11-11
2015,Maroon 5,Sugar,2,2015-01-28
2015,Ellie Goulding,Love Me Like You Do,3,2015-01-21
2015,Hozier,Take Me To Church,3,2015-01-07
2015,One Direction,Drag Me Down,3,2015-08-19
2015,Silento,Watch Me,3,2015-03-11
2015,The Weeknd,Earned It (Fifty Shades Of Grey),3,2015-01-07
2015,Fetty Wap Featuring Remy Boyz,679,4,2015-07-15
2015,Justin Bieber,Love Yourself,4,2015-12-02
2015,Major Lazer X DJ Snake Featuring Mo,Lean On,4,2015-04-22
2015,Meghan Trainor,Lips Are Movin,4,2015-01-07
2015,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds,4,2015-02-04
2015,Shawn Mendes,Stitches,4,2015-06-10
2015,Walk the Moon,Shut Up And Dance,4,2015-01-07
2015,Jason Derulo,Want To Want Me,5,2015-03-25
2015,Meghan Trainor,All About That Bass,5,2015-01-07
2015,Sam Smith,I'm Not The Only One,5,2015-01-07
2015,Selena Gomez Featuring A$AP Rocky,Good For You,5,2015-07-08
2015,Taylor Swift,Shake It Off,5,2015-01-07
2015,Taylor Swift,Wildest Dreams,5,2015-09-16
2015,R. City Featuring Adam Levine,Locked Away,6,2015-08-05
2015,Rachel Platten,Fight Song,6,2015-04-29
2015,Selena Gomez,Same Old Love,6,2015-09-30
2015,Taylor Swift,Style,6,2015-01-07
2015,Ariana Grande,Focus,7,2015-11-18
2015,Fetty Wap Featuring Monty,My Way,7,2015-07-15
2015,Nick Jonas,Jealous,7,2015-01-07
2015,"""David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack""",Hey Mama,8,2015-04-08
2015,Alessia Cara,Here,8,2015-08-19
2015,Ariana Grande & The Weeknd,Love Me Harder,8,2015-01-07
2015,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,8,2015-01-07
2015,Maroon 5,Animals,8,2015-01-07
2015,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,8,2015-07-22
2015,Sam Smith,Lay Me Down,8,2015-02-18
2015,Skrillex & Diplo With Justin Bieber,Where Are U Now,8,2015-03-18
2015,Andy Grammer,"""Honey, I'm Good.""",9,2015-02-25
2015,Pitbull & Ne-Yo,Time Of Our Lives,9,2015-01-07
2015,T-Wayne,Nasty Freestyle,9,2015-04-29
2015,Ed Sheeran,Photograph,10,2015-05-27
2015,Elle King,Ex's & Oh's,10,2015-07-22
2015,Fall Out Boy,Centuries,10,2015-01-07
2015,Natalie La Rose Featuring Jeremih,Somebody,10,2015-02-04
2015,One Direction,Perfect,10,2015-11-04
2015,Demi Lovato,Cool For The Summer,11,2015-07-15
2015,Sam Smith,Stay With Me,11,2015-01-07
2015,Usher Featuring Juicy J,I Don't Mind,11,2015-01-07
2015,"""Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz""",Downtown,12,2015-09-09
2015,Big Sean Featuring E-40,I Don't F**k With You,12,2015-01-07
2015,Drake & Future,Jumpman,12,2015-10-07
2015,Fifth Harmony Featuring Kid Ink,Worth It,12,2015-02-04
2015,The Weeknd,In The Night,12,2015-09-16
2015,Tove Lo,Talking Body,12,2015-02-11
2015,Ariana Grande,One Last Time,13,2015-02-25
2015,DJ Snake & AlunaGeorge,You Know You Like It,13,2015-04-08
2015,Ellie Goulding,On My Mind,13,2015-10-07
2015,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree,13,2015-01-07
2015,Nick Jonas,Chains,13,2015-02-11
2015,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be,13,2015-01-21
2015,Selena Gomez,The Heart Wants What It Wants,13,2015-01-07
2015,Meghan Trainor,Dear Future Husband,14,2015-01-07
2015,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,14,2015-02-04
2015,"""Jessie J, Ariana Grande & Nicki Minaj""",Bang Bang,15,2015-01-07
2015,"""Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney""",All Day,15,2015-03-18
2015,"""Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown""",Only,15,2015-01-07
2015,Rihanna,B**** Better Have My Money,15,2015-04-08
2015,iLoveMemphis,Hit The Quan,15,2015-09-02
2015,Travis Scott,Antidote,16,2015-09-23
2015,Sia,Elastic Heart,17,2015-01-21
2015,X Ambassadors,Renegades,17,2015-04-29
2015,Zedd Featuring Selena Gomez,I Want You To Know,17,2015-03-11
2015,Beyonce,7/11,18,2015-01-07
2015,I Love Makonnen Featuring Drake,Tuesday,18,2015-01-07
2015,Little Big Town,Girl Crush,18,2015-02-18
2015,Mariah Carey,All I Want For Christmas Is You,18,2015-12-16
2015,Rae Sremmurd,No Type,18,2015-01-07
2015,Justin Bieber,I'll Show You,19,2015-11-18
2015,Ne-Yo Featuring Juicy J,She Knows,19,2015-01-07
2015,Twenty One Pilots,Stressed Out,19,2015-05-13
2015,Bryson Tiller,Don't,20,2015-10-14
2015,Chris Stapleton,Tennessee Whiskey,20,2015-11-18
2015,O.T. Genasis,CoCo,20,2015-01-07
2015,Sam Hunt,Take Your Time,20,2015-01-14
2015,Sia,Chandelier,20,2015-01-07
2015,Tove Lo,Habits (Stay High),20,2015-01-07
2015,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,21,2015-07-01
2015,Chris Brown & Tyga,Ayo,21,2015-01-21
2015,Demi Lovato,Confident,21,2015-10-07
2015,Drake,Back To Back,21,2015-08-19
2016,Adele,Hello,1,2016-01-06
2016,Desiigner,Panda,1,2016-03-09
2016,Drake Featuring Wizkid & Kyla,One Dance,1,2016-04-20
2016,Justin Bieber,Love Yourself,1,2016-01-06
2016,Justin Bieber,Sorry,1,2016-01-06
2016,Justin Timberlake,Can't Stop The Feeling!,1,2016-05-25
2016,Rae Sremmurd Featuring Gucci Mane,Black Beatles,1,2016-09-28
2016,Rihanna Featuring Drake,Work,1,2016-02-10
2016,Sia Featuring Sean Paul,Cheap Thrills,1,2016-03-02
2016,The Chainsmokers Featuring Halsey,Closer,1,2016-08-17
2016,ZAYN,Pillowtalk,1,2016-02-17
2016,Lukas Graham,7 Years,2,2016-02-03
2016,Major Lazer Featuring Justin Bieber & Mo,Cold Water,2,2016-08-10
2016,The Weeknd Featuring Daft Punk,Starboy,2,2016-10-05
2016,Twenty One Pilots,Heathens,2,2016-07-06
2016,Twenty One Pilots,Stressed Out,2,2016-01-06
2016,Calvin Harris Featuring Rihanna,This Is What You Came For,3,2016-05-18
2016,Meghan Trainor,No,3,2016-03-23
2016,The Chainsmokers Featuring Daya,Don't Let Me Down,3,2016-02-24
2016,Ariana Grande Featuring Nicki Minaj,Side To Side,4,2016-09-14
2016,Bruno Mars,24K Magic,4,2016-10-26
2016,DJ Snake Featuring Justin Bieber,Let Me Love You,4,2016-08-24
2016,Drake,Hotline Bling,4,2016-01-06
2016,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,4,2016-03-16
2016,Flo Rida,My House,4,2016-01-06
2016,Mike Posner,I Took A Pill In Ibiza,4,2016-02-03
2016,Prince And The Revolution,Purple Rain,4,2016-05-04
2016,Alessia Cara,Here,5,2016-01-06
2016,D.R.A.M. Featuring Lil Yachty,Broccoli,5,2016-06-29
2016,Justin Bieber,What Do You Mean?,5,2016-01-06
2016,Selena Gomez,Same Old Love,5,2016-01-06
2016,Twenty One Pilots,Ride,5,2016-03-30
2016,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),5,2016-10-05
2016,Drake,Summer Sixteen,6,2016-02-17
2016,Shawn Mendes,Stitches,6,2016-01-06
2016,Shawn Mendes,Treat You Better,6,2016-06-22
2016,The Chainsmokers Featuring ROZES,Roses,6,2016-01-06
2016,ZAYN / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),6,2016-12-28
2016,G-Eazy x Bebe Rexha,"""Me, Myself & I""",7,2016-01-06
2016,J. Cole,Deja Vu,7,2016-12-28
2016,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,7,2016-10-26
2016,Rihanna,Needed Me,7,2016-02-17
2016,Selena Gomez,Hands To Myself,7,2016-01-06
2016,Adele,Send My Love (To Your New Lover),8,2016-06-08
2016,Ariana Grande,Dangerous Woman,8,2016-03-30
2016,Kelly Clarkson,Piece By Piece,8,2016-03-16
2016,Kent Jones,Don't Mind,8,2016-05-18
2016,Prince,When Doves Cry,8,2016-05-04
2016,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,9,2016-02-17
2016,DNCE,Cake By The Ocean,9,2016-01-06
2016,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,9,2016-01-06
2016,The Weeknd,The Hills,9,2016-01-06
2016,Beyonce,Formation,10,2016-05-11
2016,Drake,Fake Love,10,2016-11-09
2016,Gnash Featuring Olivia O'Brien,I Hate U I Love U,10,2016-05-04
2016,Machine Gun Kelly x Camila Cabello,Bad Things,10,2016-11-02
2016,P!nk,Just Like Fire,10,2016-05-04
2016,Beyonce,Sorry,11,2016-05-11
2016,J. Cole,Immortal,11,2016-12-28
2016,Katy Perry,Rise,11,2016-08-03
2016,Mariah Carey,All I Want For Christmas Is You,11,2016-01-06
2016,Amine,Caroline,12,2016-09-21
2016,Charlie Puth,One Call Away,12,2016-01-06
2016,Drake & Future,Jumpman,12,2016-01-06
2016,Fetty Wap Featuring Remy Boyz,679,12,2016-01-06
2016,Hailee Steinfeld & Grey Featuring Zedd,Starving,12,2016-08-17
2016,Alessia Cara,Scars To Your Beautiful,13,2016-09-14
2016,Ariana Grande,Into You,13,2016-05-25
2016,Beyonce,Hold Up,13,2016-05-11
2016,Bryson Tiller,Don't,13,2016-01-06
2016,Coldplay,Adventure Of A Lifetime,13,2016-01-06
2016,DJ Khaled Featuring Drake,For Free,13,2016-06-22
2016,J. Cole,Neighbors,13,2016-12-28
2016,Kiiara,Gold,13,2016-06-08
2016,Meghan Trainor,Me Too,13,2016-06-01
2016,The Weeknd,In The Night,13,2016-01-06
2016,Yo Gotti Featuring Nicki Minaj,Down In The DM,13,2016-01-06
2016,Zara Larsson & MNEK,Never Forget You,13,2016-03-02
2016,Adele,When We Were Young,14,2016-01-06
2016,Drake Featuring Rihanna,Too Good,14,2016-05-18
2016,Elle King,Ex's & Oh's,14,2016-01-06
2016,Florida Georgia Line,H.O.L.Y.,14,2016-05-18
2016,Future Featuring Drake,Used To This,14,2016-11-23
2016,Nick Jonas Featuring Tove Lo,Close,14,2016-04-13
2016,Post Malone,White Iverson,14,2016-01-06
2016,"""Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors""",Sucker For Pain,15,2016-07-13
2016,Ellie Goulding,On My Mind,15,2016-01-06
2016,Lady Gaga,Perfect Illusion,15,2016-09-28
2016,Drake,Controlla,16,2016-05-18
2016,Drake Featuring The Throne,Pop Style,16,2016-04-20
2016,James Bay,Let It Go,16,2016-01-06
2016,The Weeknd,Party Monster,16,2016-12-07
2016,Travis Scott,Antidote,16,2016-01-06
2016,Britney Spears Featuring G-Eazy,Make Me...,17,2016-08-03
2016,Kevin Gates,2 Phones,17,2016-01-20
2016,Beyonce Featuring The Weeknd,6 Inch,18,2016-05-11
2016,Future Featuring The Weeknd,Low Life,18,2016-02-24
2016,Sia Featuring Kendrick Lamar,The Greatest,18,2016-09-21
2016,Taylor Swift,Wildest Dreams,18,2016-01-06
2016,The Chainsmokers Featuring Phoebe Ryan,All We Know,18,2016-10-19
2017,"""DJ Khaled Featuring Justin Bieber, Quavo, Chance the Rapper & Lil Wayne""",I'm The One,1,2017-05-17
2017,Bruno Mars,That's What I Like,1,2017-02-08
2017,Cardi B,Bodak Yellow (Money Moves),1,2017-07-19
2017,Ed Sheeran,Perfect,1,2017-03-22
2017,Ed Sheeran,Shape Of You,1,2017-01-25
2017,Kendrick Lamar,Humble.,1,2017-04-19
2017,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,1,2017-02-01
2017,Migos Featuring Lil Uzi Vert,Bad And Boujee,1,2017-01-04
2017,Post Malone Featuring 21 Savage,Rockstar,1,2017-10-04
2017,Rae Sremmurd Featuring Gucci Mane,Black Beatles,1,2017-01-04
2017,Taylor Swift,Look What You Made Me Do,1,2017-09-06
2017,The Weeknd Featuring Daft Punk,Starboy,1,2017-01-04
2017,Camila Cabello Featuring Young Thug,Havana,2,2017-08-23
2017,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2,2017-07-05
2017,ZAYN / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),2,2017-01-04
